Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,18573188486.9526,19648336879.8298,19888005375.742,21501847911.3003,23758539590.0997,25931235300.7056,27261731436.891,30389741292.418,32657632433.6432,36620002239.8925,41261059469.1455,45138313360.9587,51954439252.3364,63721973094.1704,88809137803.9794,97147343984.7057,104894743476.617,110174351915.577,118309271373.787,134679086674.997,149738161559.889,176599326599.327,193721725697.893,176986429574.169,193194167723.239,180190994860.781,181977476217.124,189041159343.568,235699941792.782,299317645142.904,310838014621.008,325358292127.776,324878105052.68,311528948847.667,322201314424.075,367216364716.365,400302731411.229,434568007512.913,398899138574.239,388395162301.04,415034227218.489,378215090694.43,394486709920.469,466294700058.241,611904253805.662,692641708013.833,745521862833.184,851962785585.303,1052584601611.46,926448240318.068,1144260547872.81,1394280784777.68,1543411012579.91,1573696522006.77,1464955475993.76,1349034029453.37,1208039015868.39,1323421072479.07,..
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,..,..,24450604877.6081,18272123664.4715,25605249381.7597,28344705966.6389,28630474727.9023,24256667553.2569,26436857247.4982,31256284543.6155,31584210365.5447,33293199095.4881,34733000536.2862,52544000116.9037,72436777342.4554,52438647921.9226,51169499890.7722,56781000100.9448,58082870156.2634,69252328953.3789,76961923741.9478,78676842366.4213,84307486836.724,103979106777.911,79092001998.032,88416668900.2596,110934442762.694,111106191358.197,126206817196.091,76636898036.4712,141352368714.691,189719984268.485,228788617201.696,236741715015.015,257440000000,258031750000,272149750000,292859000000,298948250000,283523000000,284203750000,268696750000,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530163281574.658,545982375701.128,552025140252.246,526319673731.638,594749285413.212,554860945013.62,637430331479.469,..
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,15165569912.5199,15236854859.469,19926293839.0163,23021477292.2093,21211892259.9904,21790035117.19,27062716577.9111,30591834053.9653,33875881876.3672,37458898243.8609,42327600098.2412,49204456699.9313,58539008785.9047,79279057730.3799,105136007528.354,123709376567.552,152678020452.571,176171284311.567,200800891870.164,224969488835.181,235024598983.209,263561088977.1,281682304161.041,203304515490.795,209023912696.837,222942790435.299,268137224729.722,294084112392.66,330397381998.489,425595310000,461951782000,602860000000,400599250000,437798577639.752,558111997497.263,769305386140.261,850426433004.077,883199625314.296,863723411644.532,599388579960.318,655420645498.885,559372276095.115,507962487685.82,558319920839.938,669316654004.294,891630177234.637,1107640289610.63,1397084349956.35,1695824565961.39,1667019783575.07,2208871646202.82,2616201578192.25,2465188674415.03,2472806919901.67,2455993625159.37,1802214373741.32,1796275437087.99,2053594877013.22,..
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,41093453544.9096,40767969453.696,41978852041.4426,44657169109.224,48882938810.2204,53909570342.169,60358632035.1532,64768831262.1761,70759031841.7237,77887510241.7083,87896095224.4234,99271961477.5203,113082820992.019,131321859214.079,160408697648.262,173834029787.652,206575564401.623,211612156934.65,218632867449.812,243072102185.419,273853826377.01,306214863624.99,313506525087.136,340547711781.889,355372558103.621,364756499450.751,377437927311.983,431316742081.448,507354351182.254,565055743243.243,593929550908.468,610328183643.188,592387689252.916,577170761956.438,578139279437.61,604031623433.401,628546387972.131,652825364726.275,631813279406.808,676082654640.91,742293448252.643,736379777892.562,757950678646.53,892380986367.854,1023196003074.56,1169357979864.66,1315415197461.21,1464977190205.75,1549131208997.19,1371153004986.44,1613464422811.13,1788647906047.76,1824288757447.57,1842628005830.18,1799268695861.8,1552521512853.35,1526953791566.99,1647120175449.13,..
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,59716467625.3148,50056868957.6732,47209359005.6056,50706799902.5103,59708343488.5043,70436266146.7219,76720285969.6157,72881631326.6715,70846535055.6503,79705906247.4612,92602973434.0726,99800958648.1436,113687586299.051,138544284708.957,144182133387.722,163431551779.761,153940455341.506,174938098826.569,149540752829.268,178280594413.043,191149211575,195866382432.54,205089699858.779,230686747153.257,259946510957.143,309488028132.653,300758100107.246,272972974764.574,312353631207.819,347768051311.741,360857912565.966,383373318083.624,426915712711.146,444731282436.762,564324670005.917,734547898220.508,863746717503.789,961603952951.82,1029043097554.08,1093997267271.06,1211346869605.24,1339395718865.3,1470550015081.55,1660287965662.68,1955347004963.27,2285965892360.54,2752131773355.16,3552182311652.97,4598206091384,5109953609257.25,6100620488867.55,7572553836875.34,8560547314679.28,9607224481532.65,10482372109961.9,11064666282625.5,11190992550229.5,12237700479375,..
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,62651474946.6007,68346741504.4257,76313782251.6964,85551113767.3727,94906593388.3107,102160571409.274,110597467198.645,119466139619.589,129847107787.883,140725497222.277,148456359985.827,165966615366.402,203494148244.473,264429876252.21,285552373158.756,360832186018.051,372319038514.067,410279486493.715,506707848837.209,613953129818.07,701288419745.421,615552202776.101,584877732308.614,559869179791.72,530683779929.445,553138414367.061,771470783218.108,934173305685.911,1018847043277.17,1025211803413.53,1269179616913.63,1269276828275.78,1401465923172.24,1322815612694,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1492647560196.04,1362248940482.77,1376465324384.79,1494286655373.61,1840480812641.08,2115742488204.62,2196126103718.44,2318593651988.46,2657213249384.07,2918382891460.38,2690222283967.77,2642609548930.36,2861408170264.61,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2465134297438.91,2582501307216.42,..
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,..,..,..,..,..,..,..,..,..,..,215021806498.156,249039217364.635,298667219346.133,396866742553.97,443618642959.716,488780155338.262,517787921003.573,598226205424.071,737668356280.428,878010536975.776,946695355820.96,797443405711.813,773638200773.757,767768378016.086,722367608343.069,729763282952.432,1042300769791.95,1293264353318.82,1395931548502.06,1393674332154.37,1764967948916.6,1861873895109.02,2123130870381.97,2068555542410.98,2205966011811.5,2591620035485.19,2503665193657.4,2218689375140.99,2243225519617.65,2199957383336.88,1949953934033.54,1950648769574.94,2079136081309.99,2505733634311.51,2819245095604.67,2861410272354.18,3002446368084.31,3439953462907.2,3752365607148.09,3418005001389.27,3417094562648.95,3757698281117.55,3543983909148.01,3752513503278.41,3898726503841.35,3381389338658.82,3495162856297.22,3693204332229.78,..
GDP (current US$),NY.GDP.MKTP.CD,India,IND,37029884761.6365,39232436722.9835,42161482867.6871,48421924617.5489,56480291292.4818,59554856000.0288,45865463131.5377,50134943403.2483,53085457141.236,58447996415.5959,62422484548.3796,67350989632.712,71463195540.6261,85515271632.0276,99525901497.5755,98472798813.7125,102717166924.066,121487325381.668,137300298593.834,152991657454.179,186325349548.793,193490614662.615,200715150164.325,218262278633.435,212158239241.317,232511883406.39,248986000002.799,279033590769.841,296589001909.868,296042362070.853,320979034101.132,270105348343.126,288208437279.884,279296029670.864,327275591370.212,360281961338.848,392897063750.91,415867763817.158,421351487589.439,458820428317.636,468394948472.075,485441026156.237,514937961193.744,607699299977.083,709148531774.823,820381672147.736,940259892374.501,1216735426855.47,1198895498504.14,1341886699393.18,1675615312693.42,1823049927772.05,1827637859136.23,1856722121394.42,2039127446299.3,2103587813812.2,2290432075123.55,2650725335363.83,..
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,..,..,..,..,..,..,..,5667756644.83099,7076465295.33327,8337423312.88344,9150684931.50685,9333536359.79807,10997590361.4458,16273253012.0482,25802409638.5542,30463855421.6867,37269156626.506,45808915662.6506,51455719099.9244,51400186379.3033,72482337370.3493,85518233450.774,90158449307.2387,81052283404.6079,84853699994.0508,85289491750.3225,79954072569.8533,75929617576.8776,84300174477.2018,94451427898.3405,106140727357.035,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.851,432216737774.861,510228634992.255,539580085612.401,755094160363.073,892969107923.097,917869910105.748,912524136718.019,890814755233.225,860854235065.079,931877364177.742,1015420587285.06,..
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,44307342950.4,53508617739.3778,60723018683.7333,69498131797.3333,81749006381.5111,90950278257.7778,105628070343.111,123781880217.6,146601072685.511,172204199480.889,212609187920.833,240151807459.955,318031297492.682,432082670451.087,479625998614.775,521541905671.903,586161859001.02,721411786537.187,1013612173519.79,1055012119528.16,1105385973763.87,1218988935129.81,1134518001884.56,1243323592058.83,1318381627003.76,1398892744820.69,2078953333673.55,2532808573157.03,3071683013178.91,3054914166263.18,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4907039384469.68,5449116304981.1,4833712542207.1,4414732843544.43,4032509760872.94,4562078822335.45,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4394977752877.82,4949273341993.88,4872415104314.68,..
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,40385288344.1911,44842760293.1924,50383891898.9911,57710743059.8341,63175417019.0094,67978153850.5191,73654870011.2757,81133120065.4202,87942231678.3505,97085082807.3751,113021271995.043,124261125468.165,144780887782.205,174913182331.451,198906210777.017,226944777283.511,223976030937.427,256746610489.357,314019078256.902,392378584945.234,475682506443.59,429282143246.466,425863251968.504,441580962901.581,436443280912.497,450725816042.998,638273986102.091,803055418882.581,888667913418.625,925598068021.451,1177326294440.85,1242109397533.95,1315806985860.17,1061445225790.57,1095590833693.56,1170787352906.22,1308929351236.04,1239050932241.93,1266309245009.48,1248563179203.07,1141759996314.72,1162317852348.99,1266510634293.24,1569649661399.55,1798314750434.57,1852661982340.5,1942633797516,2203053380782.92,2390729163615.06,2185160183384.27,2125058244242.92,2276292404600.52,2072823157059.76,2130491320658.68,2151732868243.21,1832273032580.67,1869117192194.75,1943835376341.56,..
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,1916241996.60264,1901868548.28172,2001502678.6881,2510126747.68065,2674441395.53116,2956356984.18921,3143538481.64119,3188945511.56409,3330393309.81315,3664575983.27453,3864170913.36731,4244340333.51899,5043268548.73032,7662996766.66803,9496074114.07918,9298800799.46702,11050125904.9418,13139397879.1695,16358376511.2263,21213672089.1976,24488033442.0506,25004557093.8761,26804401815.5348,30346788437.5135,33943505717.6993,31200161095.4491,27734562640.4277,32181695507.2234,35271880250.4964,38848567631.4235,44024178343.0071,49142784405.0044,59167157497.9385,66894448545.1226,74477975918.3051,88704944178.6284,100854996422.609,100005323301.867,72167753770.8928,79148947368.4211,93789736842.1053,92783947368.4211,100845263157.895,110202368421.053,124749736842.105,143534102611.497,162690965596.205,193547824063.3,230813597937.526,202257586267.556,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,296636282166.176,296752886724.682,314710259510.743,..
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974025.974,81814159292.0354,102500000000,134561403508.772,205139086956.522,263959336734.694,184609157801.418,156159198584.513,184261495828.367,195219789801.479,134550096436.744,147540738281.817,181611549975.804,221400669713.589,261253582805.945,313142768436.92,363157598226.114,500736065605.341,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077779580638.77,1150887823404.18,..
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,6684568805.06881,7256966966.22556,4399827767.96704,4875309866.34017,5271404668.36735,5784398976.9821,6371459304.41018,6809134235.54298,7591603053.43511,8408229699.14295,6687204834.3687,7408305735.65309,8017468688.2004,10082885603.0668,13781139969.6519,14893969287.6557,17097563270.2982,19648106122.0079,22706155475.3048,27502168726.9573,32450541843.0652,35646416952.5425,37140163934.4262,33212180658.1659,31408492876.691,30734335448.9905,29868339080.8263,33195933429.6008,37885440418.6834,42575183905.5606,44311593755.7845,45417561302.2497,52976344928.9564,54368083953.1119,64084460124.4644,74119987244.5011,82848140618.0266,82344260570.6685,72207028767.7598,82995145792.9341,81026300310.0109,76262072467.3776,81357605641.8544,83908206647.9347,91371242495.0794,103071582125.968,122210716311.048,149359918059.998,174195136253.393,168334601260.075,199590775190.258,224143083706.777,250092092998.143,271836123723.678,284584522898.872,292774099013.687,304889079564.142,313595208736.66,..
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,543300000000,563300000000,605100000000,638600000000,685800000000,743700000000,815000000000,861700000000,942500000000,1019900000000,1075884000000,1167770000000,1282449000000,1428549000000,1548825000000,1688923000000,1877587000000,2085951000000,2356571000000,2632143000000,2862505000000,3210956000000,3344991000000,3638137000000,4040693000000,4346734000000,4590155000000,4870217000000,5252629000000,5657693000000,5979589000000,6174043000000,6539299000000,6878718000000,7308755000000,7664060000000,8100201000000,8608515000000,9089168000000,9660624000000,10284779000000,10621824000000,10977514000000,11510670000000,12274928000000,13093726000000,13855888000000,14477635000000,14718582000000,14418739000000,14992052000000,15542582000000,16197007000000,16784851000000,17521747000000,18219297000000,18707189000000,19485394000000,..
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,72328047042.1588,76694360635.9159,80601939635.2483,85443766670.4279,93387598813.9269,100595782309.165,107090721447.057,111185383409.521,104702736248.084,112676874821.987,130671946244.3,148113896325.14,169965034965.035,192537971582.558,206131369798.971,241756637168.142,232614555256.065,263066457352.172,335883029721.956,438994070309.191,564947710899.373,540765675241.158,515048916841.37,489618008185.539,461487097632.349,489285164271.047,601452653180.885,745162608269.325,910122732123.799,926884816753.927,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1335218557677.13,1408781591263.65,1552483628028.81,1638511096389.53,1665623685487.79,1647951278559.54,1621510004318.41,1768408273381.29,2038395102040.82,2398555474185.28,2520701818181.82,2692612695492.18,3074359743897.56,2890564338235.29,2382825985355.97,2452899665124.47,2634895693131.3,2676605417645.99,2753565033773.77,3034729456047.18,2896420586534.4,2659238931670.25,2637866340434.13,..
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,554713455149.502,506500173960.269,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770733.155,591016690742.937,764017107993.346,989930542278.684,1299705764824.48,1660846387626,1222644282200.48,1524917468442.6,2051661732059.47,2210256976944.75,2297128039058.16,2063662665172.51,1363705265460.57,1282663609770.69,1578417211936.87,..
